ID,Name,Revenue2015,Expenses2015,Profit2015,Growth2015,Revenue2014,Expenses2014,Profit2014,Growth2014,Revenue2013,Expenses2013,Profit2013
923,Miaplacidusneuroma,"$6,439,391.00","$8,251,925.00","-$1,812,535.00",325%,"$1,514,826.00","$2,513,900.00","-$999,074.00",251%,"$431,574.00","$719,617.00","-$288,042.00"
924,Yawningcricket,"$12,247,618.00","$5,133,190.00","$7,114,428.00",301%,"$3,057,736.00","$1,197,501.00","$1,860,235.00",161%,"$1,171,546.00","$1,308,031.00","-$136,485.00"
925,Dinggleeful,"$5,925,070.00","$5,021,741.00","$903,329.00",155%,"$2,324,723.00","$1,541,898.00","$782,825.00",42%,"$1,637,129.00","$2,587,620.00","-$950,491.00"
926,Friendlego,"$9,176,783.00","$4,279,255.00","$4,897,529.00",462%,"$1,631,830.00","$647,443.00","$984,387.00",492%,"$275,647.00","$153,584.00","$122,063.00"
927,Lambdafortunate,"$8,475,310.00","$5,259,295.00","$3,216,015.00",280%,"$2,228,293.00","$875,509.00","$1,352,784.00",164%,"$844,050.00","$995,562.00","-$151,511.00"
928,Skyracket,"$12,697,081.00","$1,666,758.00","$11,030,323.00",438%,"$2,361,288.00","$317,492.00","$2,043,796.00",249%,"$676,587.00","$78,603.00","$597,983.00"
929,Perfumedkink,"$7,156,227.00","$4,692,120.00","$2,464,107.00",353%,"$1,580,469.00","$941,377.00","$639,093.00",185%,"$554,551.00","$193,499.00","$361,051.00"
930,Dashedcompounds,"$7,791,846.00","$7,879,018.00","-$87,171.00",239%,"$2,296,800.00","$3,704,188.00","-$1,407,388.00",,,,
931,Porkpuddings,"$8,112,482.00","$3,432,122.00","$4,680,361.00",495%,"$1,363,209.00","$515,172.00","$848,037.00",425%,"$259,659.00","$94,473.00","$165,186.00"
932,Follyslushy,"$10,114,086.00","$4,481,517.00","$5,632,569.00",275%,"$2,694,267.00","$1,436,452.00","$1,257,815.00",53%,"$1,760,959.00","$626,558.00","$1,134,401.00"
933,Hayloftmizuna,"$15,312,302.00","$4,137,907.00","$11,174,395.00",458%,"$2,742,256.00","$684,228.00","$2,058,028.00",525%,"$438,761.00","$125,049.00","$313,712.00"
934,Thalliumwould,"$5,708,327.00","$8,866,642.00","-$3,158,315.00",396%,"$1,149,840.00","$2,034,012.00","-$884,172.00",,,,
935,Regexsay,"$7,642,133.00","$4,995,467.00","$2,646,667.00",522%,"$1,227,703.00","$1,103,161.00","$124,542.00",521%,"$197,698.00","$153,037.00","$44,661.00"
936,Resolvingadaptation,"$8,457,045.00","$4,109,590.00","$4,347,456.00",253%,"$2,395,066.00","$8,030,452.00","-$5,635,386.00",213%,"$765,197.00","$1,983,883.00","-$1,218,686.00"
937,Hoeforeach,"$8,000,248.00","$1,629,029.00","$6,371,219.00",432%,"$1,504,601.00","$323,785.00","$1,180,816.00",439%,"$279,147.00","$72,509.00","$206,638.00"
938,Dessertsanchovy,"$11,059,461.00","$3,744,277.00","$7,315,184.00",462%,"$1,966,471.00","$514,777.00","$1,451,694.00",426%,"$373,854.00","$123,618.00","$250,236.00"
939,Reveredtogether,"$10,614,892.00","$4,960,210.00","$5,654,682.00",394%,"$2,147,573.00","$1,110,358.00","$1,037,215.00",267%,"$585,170.00","$247,380.00","$337,790.00"
940,Langedprivacy,"$11,398,400.00","$4,562,048.00","$6,836,352.00",493%,"$1,923,206.00","$654,870.00","$1,268,336.00",609%,"$271,256.00","$90,059.00","$181,198.00"
941,Snugglyundertaker,"$9,467,051.00","$3,281,019.00","$6,186,031.00",559%,"$1,437,108.00","$592,036.00","$845,072.00",440%,"$266,131.00","$139,025.00","$127,106.00"
942,Nickedexaggerate,"$10,547,041.00","$2,668,110.00","$7,878,931.00",360%,"$2,293,710.00","$806,412.00","$1,487,298.00",277%,"$608,411.00","$192,180.00","$416,231.00"
943,Bloomingpeeve,"$9,770,892.00","$4,452,036.00","$5,318,856.00",519%,"$1,577,375.00","$752,023.00","$825,352.00",492%,"$266,448.00","$121,420.00","$145,029.00"
944,Grippingcar,"$8,394,340.00","$7,198,862.00","$1,195,478.00",338%,"$1,918,519.00","$2,182,927.00","-$264,408.00",360%,"$417,069.00","$717,860.00","-$300,790.00"
945,Bollersimmigrate,"$7,780,800.00","$3,651,131.00","$4,129,669.00",490%,"$1,318,913.00","$559,906.00","$759,007.00",320%,"$314,027.00","$173,116.00","$140,911.00"
946,Rosychoke,"$9,153,970.00","$3,408,135.00","$5,745,835.00",434%,"$1,713,554.00","$741,508.00","$972,046.00",349%,"$381,638.00","$145,182.00","$236,456.00"
947,Valuesbilled,"$8,214,550.00","$7,479,813.00","$734,738.00",294%,"$2,086,399.00","$1,682,295.00","$404,104.00",307%,"$512,629.00","$591,690.00","-$79,061.00"
948,Powerlinnet,"$7,854,033.00","$1,709,945.00","$6,144,088.00",374%,"$1,658,041.00","$326,137.00","$1,331,905.00",151%,"$660,574.00","$398,636.00","$261,938.00"
949,Stayspheroid,"$8,174,923.00","$1,093,254.00","$7,081,669.00",292%,"$2,085,600.00","$323,481.00","$1,762,119.00",202%,"$690,596.00","$104,235.00","$586,361.00"
950,Barmpotfishified,"$10,213,365.00","$5,045,210.00","$5,168,155.00",377%,"$2,140,726.00","$2,547,287.00","-$406,561.00",398%,"$429,865.00","$565,192.00","-$135,328.00"
951,Smokingwidgeon,"$9,987,136.00","$3,868,138.00","$6,118,998.00",374%,"$2,105,689.00","$1,282,146.00","$823,543.00",391%,"$428,857.00","$275,575.00","$153,282.00"
952,Chinekogi,"$6,899,304.00","$1,745,254.00","$5,154,051.00",179%,"$2,475,142.00","$618,599.00","$1,856,543.00",2%,"$2,426,610.00","$362,092.00","$2,064,518.00"
953,Swordsbubble,"$10,512,763.00","$4,987,015.00","$5,525,748.00",348%,"$2,347,317.00","$1,454,840.00","$892,477.00",142%,"$969,966.00","$547,557.00","$422,409.00"
954,Soddenfurther,"$7,243,036.00","$4,517,857.00","$2,725,179.00",365%,"$1,556,753.00","$915,128.00","$641,625.00",172%,"$572,336.00","$618,349.00","-$46,013.00"
955,Potatoeswabbit,"$10,542,009.00","$6,196,355.00","$4,345,654.00",274%,"$2,820,937.00","$1,677,069.00","$1,143,868.00",351%,"$625,485.00","$392,870.00","$232,615.00"
956,Drudgelepe,"$8,786,459.00","$4,375,919.00","$4,410,540.00",257%,"$2,461,854.00","$2,651,286.00","-$189,432.00",204%,"$809,820.00","$710,057.00","$99,763.00"
957,Machinepond,"$10,213,584.00","$1,465,596.00","$8,747,988.00",262%,"$2,825,154.00","$496,277.00","$2,328,878.00",83%,"$1,543,800.00","$246,914.00","$1,296,886.00"
958,Heinzvolary,"$8,725,745.00","$1,477,540.00","$7,248,206.00",467%,"$1,538,397.00","$216,047.00","$1,322,350.00",,,,
959,Excellencerecent,"$10,611,567.00","$5,617,420.00","$4,994,147.00",525%,"$1,697,587.00","$1,001,432.00","$696,155.00",399%,"$340,198.00","$160,195.00","$180,003.00"
960,Condemnedgenuine,"$8,998,948.00","$3,222,422.00","$5,776,526.00",415%,"$1,748,776.00","$626,366.00","$1,122,410.00",369%,"$372,873.00","$91,561.00","$281,313.00"
961,Cylinderscurve,"$8,735,169.00","$2,725,553.00","$6,009,616.00",451%,"$1,586,575.00","$498,029.00","$1,088,546.00",306%,"$390,782.00","$114,514.00","$276,268.00"
962,Thrushetrundle,"$8,111,134.00","$4,721,446.00","$3,389,688.00",433%,"$1,520,542.00","$880,659.00","$639,883.00",,,,
963,Fatsohealth,"$7,239,406.00","$5,665,024.00","$1,574,382.00",461%,"$1,290,226.00","$1,082,619.00","$207,607.00",492%,"$217,944.00","$157,693.00","$60,251.00"
964,Abusivebong,"$8,543,321.00","$3,841,435.00","$4,701,886.00",407%,"$1,685,689.00","$621,215.00","$1,064,474.00",343%,"$380,517.00","$177,111.00","$203,406.00"
965,Pinterestcrannies,"$9,709,908.00","$2,896,082.00","$6,813,826.00",382%,"$2,016,176.00","$469,491.00","$1,546,685.00",376%,"$423,566.00","$84,626.00","$338,941.00"
966,Baileycrowd,"$9,366,573.00","$1,619,483.00","$7,747,091.00",721%,"$1,141,368.00","$182,091.00","$959,277.00",,,,
967,Foxwml,"$10,072,452.00","$6,335,458.00","$3,736,994.00",298%,"$2,532,709.00","$2,444,164.00","$88,545.00",249%,"$725,705.00","$743,005.00","-$17,300.00"
968,Insistentrhinoceros,"$9,436,737.00","$1,921,913.00","$7,514,824.00",452%,"$1,709,897.00","$423,142.00","$1,286,755.00",323%,"$404,231.00","$125,851.00","$278,380.00"
969,Serpentineappeals,"$9,673,934.00","$3,460,147.00","$6,213,787.00",125%,"$4,305,580.00","$1,235,880.00","$3,069,700.00",154%,"$1,695,110.00","$5,814,242.00","-$4,119,132.00"
970,Acutegreaseproof,"$8,042,933.00","$993,787.00","$7,049,147.00",481%,"$1,384,047.00","$172,022.00","$1,212,025.00",317%,"$331,906.00","$45,922.00","$285,983.00"
971,Chockscruffy,"$9,018,702.00","$2,692,150.00","$6,326,552.00",373%,"$1,907,518.00","$473,698.00","$1,433,820.00",209%,"$617,320.00","$230,070.00","$387,249.00"
972,Genusequ,"$8,498,464.00","$5,741,773.00","$2,756,691.00",509%,"$1,395,916.00","$1,072,294.00","$323,622.00",378%,"$292,033.00","$237,563.00","$54,469.00"
973,Beeftester,"$9,305,615.00","$3,316,207.00","$5,989,409.00",178%,"$3,343,464.00","$11,690,907.00","$15,034,371.00",129%,"$1,460,028.00","$6,524,106.00","-$5,064,078.00"
974,Peardinner,"$12,251,296.00","$4,595,021.00","$7,656,275.00",271%,"$3,305,372.00","$1,646,407.00","$1,658,965.00",300%,"$826,343.00","$384,413.00","$441,930.00"
975,Sparsegaiters,"$11,146,689.00","$3,546,463.00","$7,600,226.00",532%,"$1,762,819.00","$423,853.00","$1,338,966.00",456%,"$317,054.00","$93,471.00","$223,583.00"
976,Fearwhimbrel,"$10,637,944.00","$6,238,539.00","$4,399,405.00",313%,"$2,578,018.00","$1,532,564.00","$1,045,454.00",294%,"$654,319.00","$429,690.00","$224,629.00"
977,Dwindlecertain,"$14,146,990.00","$7,289,795.00","$6,857,194.00",291%,"$3,617,940.00","$1,988,495.00","$1,629,445.00",425%,"$689,131.00","$398,026.00","$291,106.00"
978,Snakechallenges,"$11,262,614.00","$6,819,373.00","$4,443,240.00",491%,"$1,906,173.00","$1,068,682.00","$837,491.00",169%,"$708,615.00","$546,615.00","$162,000.00"
979,Quickpolls,"$10,197,161.00","$307,928.00","$9,889,233.00",448%,"$1,859,311.00","$47,589.00","$1,811,722.00",431%,"$350,153.00","$8,837.00","$341,315.00"
980,Fennelleaves,"$6,739,499.00","$3,070,114.00","$3,669,385.00",516%,"$1,093,311.00","$413,611.00","$679,700.00",468%,"$192,484.00","$86,879.00","$105,605.00"
981,Rubypituitary,"$13,970,069.00","$3,401,640.00","$10,568,430.00",221%,"$4,354,102.00","$697,965.00","$3,656,137.00",21%,"$3,598,431.00","$1,255,517.00","$2,342,915.00"
982,Oilyrhyolite,"$10,089,903.00","$4,309,359.00","$5,780,544.00",641%,"$1,361,213.00","$585,708.00","$775,505.00",700%,"$170,152.00","$71,594.00","$98,557.00"
983,Monkeylittle,"$6,161,386.00","$5,411,675.00","$749,710.00",516%,"$1,000,092.00","$764,748.00","$235,344.00",532%,"$158,242.00","$112,015.00","$46,227.00"
984,Suckedregister,"$9,511,235.00","$3,995,152.00","$5,516,083.00",307%,"$2,337,181.00","$991,300.00","$1,345,881.00",215%,"$741,962.00","$366,376.00","$375,587.00"
985,Portfolioeducated,"$9,078,519.00","$6,994,753.00","$2,083,766.00",160%,"$3,492,098.00","$1,571,097.00","$1,921,001.00",-21%,"$4,420,377.00","$1,529,711.00","$2,890,666.00"
986,Comparejson,"$12,359,532.00","$6,527,308.00","$5,832,224.00",368%,"$2,642,811.00","$1,313,839.00","$1,328,973.00",398%,"$530,685.00","$338,433.00","$192,252.00"
987,Fooljuicer,"$5,576,014.00","$5,459,810.00","$116,203.00",594%,"$804,016.00","$809,529.00","-$5,513.00",458%,"$144,089.00","$142,018.00","$2,071.00"
988,Honeycombdistressed,"$7,173,712.00","$6,403,270.00","$770,442.00",450%,"$1,305,077.00","$1,794,188.00","-$489,111.00",136%,"$552,999.00","$487,102.00","$65,896.00"
989,Pickledcanoeing,"$9,654,196.00","$6,460,234.00","$3,193,962.00",380%,"$2,011,478.00","$1,653,482.00","$357,996.00",297%,"$506,670.00","$319,576.00","$187,094.00"
990,Wideeyedtempting,"$9,380,077.00","$3,593,890.00","$5,786,187.00",396%,"$1,889,872.00","$609,084.00","$1,280,788.00",275%,"$503,966.00","$154,779.00","$349,187.00"
991,Assurehelp,"$10,019,551.00","$4,004,040.00","$6,015,511.00",351%,"$2,220,629.00","$795,310.00","$1,425,319.00",,,,
992,Gravedengue,"$8,312,364.00","$6,364,910.00","$1,947,454.00",471%,"$1,455,271.00","$1,275,445.00","$179,826.00",,,,
993,Shrimpssecurity,"$7,919,278.00","$4,355,504.00","$3,563,774.00",520%,"$1,277,178.00","$705,049.00","$572,129.00",585%,"$186,449.00","$107,624.00","$78,826.00"
994,Rawfishcomplete,"$8,624,949.00","$4,951,178.00","$3,673,772.00",353%,"$1,904,737.00","$1,297,727.00","$607,010.00",492%,"$321,746.00","$331,682.00","-$9,936.00"
995,Buretteadmirable,"$10,407,450.00","$2,833,136.00","$7,574,314.00",223%,"$3,219,963.00","$820,821.00","$2,399,142.00",108%,"$1,548,059.00","$9,362,137.00","-$7,814,078.00"
996,Inventtremendous,"$9,144,857.00","$4,755,995.00","$4,388,862.00",392%,"$1,859,674.00","$911,725.00","$947,949.00",437%,"$346,308.00","$147,169.00","$199,139.00"
997,Overviewparrot,"$9,134,728.00","$5,152,110.00","$3,982,618.00",413%,"$1,780,432.00","$907,613.00","$872,819.00",379%,"$371,698.00","$128,087.00","$243,610.00"
998,Belaguerra,"$12,387,130.00","$1,387,784.00","$10,999,346.00",431%,"$2,334,555.00","$250,486.00","$2,084,069.00",294%,"$592,527.00","$60,749.00","$531,778.00"
999,Moviespotter,"$9,849,519.00","$1,786,744.00","$8,062,775.00",420%,"$1,893,587.00","$418,019.00","$1,475,568.00",437%,"$352,623.00","$92,721.00","$259,903.00"
1000,Allpossible,"$6,949,706.00","$689,161.00","$6,260,546.00",448%,"$1,268,366.00","$131,635.00","$1,136,731.00",377%,"$265,905.00","$29,911.00","$235,993.00"
